city,name,zoon_id,rating,reviews_count,price_category,tags,address,metro_station,work_hours_short,phone,lat,lon,photo_count,url,photos_urls
spb,Coffee like,5571814940c08821178b48f0,4.0,4,1/4,"бар, кофейня","улица Фёдора Абрамова, 8д, 1 этаж, Санкт-Петербург",Парнас,Открыто до 22:00,+7 (800) 333-41-30,60.071774,30.337763,4,https://zoon.ru/spb/restaurants/kofejnya_coffee_like_v_vyborgskom_rajone/,"https://pr6.zoon.ru/_RRzCwENh4Ku1Te7Y1gkeA/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_EVBtW7gs5iUSGEjwotg1sDGR0Gscn1Bc18Mi5eOmI5sdP7DHLBNr0X5SY6kfcevJPBqDD82p3mI9JuTY0CeN36Hlv16G6Ni1CwcqDbD4DJFg, https://p1.zoon.ru/preview/YY6FzOtBYWta39SxA0_d2Q/252x168x85/1/1/d/5571814940c08821178b48f1_5ce7c36ab7900.jpg, https://p0.zoon.ru/preview/lw4dYNh4FjKoM4NToFXeLw/252x168x85/1/b/7/5571814940c08821178b48f1_5ce7c3674e691.jpg, https://p0.zoon.ru/preview/aQb_3I4QOePttNgyK0FmqA/252x168x85/1/c/d/5571814940c08821178b48f1_5ce7c36cdd51a.jpg"
spb,Hochu coffee,6164aa06ab494b11c42f0175,2.8,2,1/4,кофейня,"улица Дыбенко, 27 к 4, 1 этаж, Санкт-Петербург",Улица Дыбенко,Открыто до 22:00,+7 (904) 640-71-66,59.906234,30.482267,,https://zoon.ru/spb/restaurants/kofejnya_hochu_coffee_na_metro_ulitsa_dybenko/,https://p2.zoon.ru/preview/jzcZKnnIF9N_VS6n7WFb4g/252x168x85/1/8/3/6164aa07ab494b11c42f0177_616611235785a.jpg
spb,Mntn coffee,5e181385f14fe74fdc0b177e,3.8,9,1/4,"кафе-мороженое, кофейня, пекарня","Кожевенная линия, 40Е, Санкт-Петербург",Приморская,Открыто до 21:00,+7 (902) 202-03-15,59.924843,30.239079,52,https://zoon.ru/spb/restaurants/kofejnya_mntn_coffee/,"https://pr5.zoon.ru/d0N7YrsJcc4Er6ck9--uww/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_EEar2M2K5k4L9CCCFWQUImDp7kzT9gNPKOLHTzh-w8jihd4I30TO1dtlx3xa0Ys7UDSfANjOuH5hnPEQf0x_UMJAJkMytbTmz4VwTTA4xFQw, https://pr5.zoon.ru/Or7NExN9kGkxJAWU01nrWQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HNSx5nwjrhETMEo7CHBkzfLhpKwqsrmmQWrrCHTKQWdK6dTTeRpX855rvgrUjZiemk1C_PTwxWcNnpKAaCGPFoTvnpmh1n_X_QY2VDVACMVQ, https://pr5.zoon.ru/9WZ_1c_31SvpJSDbcBDctQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_FGsp6lHQ9kXz8vxwhuUL6mYPmKhyBPuWyvm_DsNUdlLuDtqq_YrPVJ6ODm6GOHybT7Dr5SlVyQJzP8WNib-vIuqcwIGNxCnl0QgdshAlUK8w, https://pr6.zoon.ru/GSsgK0xjV8DBXoFjYe9glQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_Hquz9Lt_X3zqQ3XFRK_54hfUBSWruHRZT7J13Gmrl92DkF1h0oKTBZ6820FRbmGjUBFikvmRFnSD7BCvv-573BEUzQOCx148PUm04dgdtWUw, https://pr6.zoon.ru/wLht9qocqZBtrXE4hW6-yg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_F3wV6TWFbLS8kfeW7cX5z_2Dvk6YRES3WeJJbAf8mgyRU93cWqoUpR9IhaEljDnsSscxpwvx87HASsRB3EJzdRVdQbxuc8-t7Ds_QAUli6jA"
spb,Грушенька,5382c65d40c088253b8b456a,3.5,6,1/4,"кондитерская, кофейня","Санкт-Петербург, Оранжерейная улица, 16, Пушкин",,Открыто до 20:00,+7 (812) 466-24-27,59.718406999991,30.406661,21,https://zoon.ru/spb/restaurants/kafe_grushenka_na_oranzherejnoj_ulitse_16_v_pushkine/,"https://p1.zoon.ru/preview/3JC1zLtjJruWHyRtmYslXg/252x168x85/1/f/e/5382c65d40c088253b8b456b_5b83fa5bce4b0.jpg, https://p2.zoon.ru/preview/devsEc0G1YVpR_PbSAojkA/252x168x85/1/a/1/5382c65d40c088253b8b456b_5b83fa5f5bee6.jpg, https://p0.zoon.ru/preview/z97G-l7sGu38adpCWrC14g/252x168x85/1/c/8/5382c65d40c088253b8b456b_5b83fa62515d3.jpg, https://p2.zoon.ru/preview/vOMPDnD02McwFhmUIzc2qA/252x168x85/1/7/9/5382c65d40c088253b8b456b_5b83fa641741b.jpg, https://p0.zoon.ru/preview/tFxqiVs-PUNhC34SGYHUUg/252x168x85/1/5/f/5382c65d40c088253b8b456b_5b83fa6387cd3.jpg"
spb,Кофеварим,59d199c1b9484801a660b11e,4.5,6,1/4,кофейня,"площадь Ленина, 27, Санкт-Петербург",Площадь Ленина,Открыто до 22:00,,59.9543287,30.3545346,26,https://zoon.ru/spb/restaurants/kofejnya_kofevarim_na_lenina/,"https://pr5.zoon.ru/j2Bi_zVAw8UGv3UpMGtZyQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HYe_gN7BQEahv5-yVs6SnwFPwKhvKMg1jn1OdPqDWLJZMOMIil-FGdHLfxibvfYNhCqx4QUXfSIHLZaRTMCPllESf0JPEbTbVc7jWDtXajlw, https://pr5.zoon.ru/e22cYf1M8D_jJn6CCJDONg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HYe_gN7BQEahv5-yVs6SnwjQdYuW_vNqcrFcEZf1dH9fbmBGL5ntp9uY2CM91LRLw9imHxPD8tXO0fSXhdpVUkNAOcmCQBtwikeWIBK_W4oQ, https://p1.zoon.ru/preview/fFCEpXKqTZOzNUsiZM8TJA/252x168x85/1/a/a/59d199c1b9484801a660b120_59d19a082321f.jpg, https://pr6.zoon.ru/ktd89G657UbHwwpd3C21wQ/252x168%2Cq85/nillKPmUXnsj6_CSTig1mTbxjqf2DjhPtVz4pOAvfJYQKc1IFui4gMSvt9j9cVLUDWGq8lDmHxkSz2NxyFOeldtjepRfz4k83gHdmKigNYEi-VXhjzXLFucvFMZ-ObJStTxdJ3iNEm5H55Weql_xcAsD_KELFuF6l7f_El98G6ItP8EiwpiX6vj0MpUYxXDQ7K3Ac46v0H8raiqObBFXRWGS1Ai4ULg3LLcRXnu76eg, https://pr5.zoon.ru/Vabr00d3JgA9CljcACv-KQ/252x168%2Cq85/e6ZSDtlB4kfRhhudBpvR8aES6919RFYZJEreR-dKrQb0531Fe4ukkQbRLibMb8aIghPfSzTCYpOd77oZqJe2Uxdl_u-Kb4Yj8hK4yAENgzhgc5jDCstMUrWvIAEpJ3HpeTWLei6LRltqpfHGCD2yMLsA12bofkLbRrYYQvuuCZgXrGSamSvolXhuWqB3lENIanffdkiU_gef-SUYlRuEAbK9vm3biHdGH6FUKwO1urA"
spb,Senator,523a559b40c088fe298b4580,3.2,6,1/4,"банкетный зал, бар, кондитерская, кофейня","17 линия Васильевского острова, 22, 1 этаж, Санкт-Петербург",Василеостровская,Открыто до 19:00,+7 (812) 981-17-22,59.938056399478,30.267084604893,56,https://zoon.ru/spb/restaurants/lobbi-bar_senator/,"https://p2.zoon.ru/preview/qxVIXVvIoo_8WTZwcPy6zg/252x168x85/1/6/a/523a559b40c088fe298b4581_561b9792b416d.jpg, https://p1.zoon.ru/preview/AH-2XNcWPqo4JTGi-HP-vg/252x168x85/1/7/0/523a559b40c088fe298b4581_52401c1eb94f2.jpg, https://p2.zoon.ru/preview/43Rv77gAWvIZkOD9jSTV3g/252x168x85/1/3/5/523a559b40c088fe298b4581_52401c2ae2f22.jpg, https://pr5.zoon.ru/PWrUFAXAljMW_ecX3Aqz_w/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_GRUekVYQSSQ7vcGSFy7MgzIu6rYksOtsVSsvR10qky6A7_U3gjkePPol9q_rUd46JLbzBM-CtukctGv8gICj6FR2C-VzMx3erJudNJSoscaQ, https://pr5.zoon.ru/UGg6fhgCJJ2KOUM2sYruuw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_ENwJcLeTclKf5FIde-RmpDP5PS2_sLjy9H6RGibCbv6SMwp_NJm3P3TMVjA_Xk0YvHsEF9QzB0wJGB8tv9OdOMu-k-1bz-0LfETOOy2wx2rw"
spb,Оптимист,5ffe7bc1d7dadb566416f6ac,3.0,5,1/4,"банкетный зал, бар, кафе, кофейня","улица Черняховского, 25, 1; 2 этаж, Санкт-Петербург",Лиговский проспект,Открыто до 23:00,+7 (921) 099-96-76,59.917792,30.35745,19,https://zoon.ru/spb/restaurants/kafe_optimist/,"https://pr5.zoon.ru/R7BOJRMeX-6OQyFvMui7Pw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_EAwBvmyFIAcbV0u72edqde0k8fAHlUPyjgbmsDHcMS1gLF8yuFDmCxnbV2RyQm3iieNnIjtgqpj-gg3s0Wyv8UKOup2n0DmqDywvStZN3jfw, https://pr5.zoon.ru/m4P98TC_xBxy8aV8r5qt2g/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_EAwBvmyFIAcbV0u72edqdeylHCu97i-dyx9Er0EZnbBHv2KwvghE1a5RWRnGpmOsQfjwY61ljn_8A2TXsC5e-oJ68WmYxBJGpA8tj15cDsFQ, https://pr5.zoon.ru/6V2PxZrwN5kkQioiUPojrg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_E0Aa6_RmYOF_zUnj0KLcFFZC_pd1Jeb6vjnUPask3IKB6GbDra_RioYnDlyg6mWmjFLlbm20lJLndKmL1gK24huw9bP8tFhQOqDYYI8zYsfQ, https://pr6.zoon.ru/hiQox3gNjenGXPEANu6Jmg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HCGis9R0XoMH58Vx0YANVJeuWK-huwpWPi_ifHqGQ1XvB_K_mLF1Otv5ALJ94F2N7QZQzVaHBgMO7JzcWJ3pEO4ctIs7YhQZr_1889tdtaGw, https://pr6.zoon.ru/f88-OqjmtpdkvdGmSoE0tA/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HCGis9R0XoMH58Vx0YANVJUfPDPnF-pCsRIeA-srZ0d96j9uMsUfZ776Sn31Ak_qw5zl_TUewhiI99PwZ5cyEYg2fuJuxzXDWrmf0SBFYTpA"
spb,Пироговый дворик,517927c1a0f3022172000001,3.1,1,1/4,"кафе-мороженое, кондитерская, кофейня, пекарня, фастфуд","Боткинская улица, 15 к1, 1 этаж, Санкт-Петербург",Площадь Ленина,Открыто до 21:00,+7 (812) 600-42-02,59.959078999991,30.349806,50,https://zoon.ru/spb/restaurants/kafe-pekarnya_pirogovyj_dvorik_na_botkinskoj_ulitse/,"https://pr6.zoon.ru/89NyIW7csUAR6ixs7HOhGQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HiRuw8ahLgt4ljJuxngL3uboOFgIJghSfI1gzgINuM2lPLdsiMb_pCM4I8hzsHsl-eW9MMWmYllfHzryVdWwrwcWa0x6OnKTeeReupa-8ndg, https://pr6.zoon.ru/v3EG6kerQTw-vnZh9HGmIQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_Ex7oL6J1-AiFrw5p9KtL-kpqSnjOi73_I2CwToIep4HwDZjwezeaCMylyHOrTK6FUm6bohIcRoc3RlbutmFRsfrHZp64x8aMpWEjuIsK6aig, https://pr6.zoon.ru/0ywWWkS3NLptamxzti2R6g/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_GFUA4e5xA4TNc7vr19hT2KM0MQYMCILOgVVFJp11BtR0F5oVLwabvu_r1WT8XXdjtN25P5SBMkXe2uQ__Mry1Ut20Yxlo2GzItlh5KkJY00g, https://pr5.zoon.ru/0CVsV2hAp5mmr9JI_VncKw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_EL7nhZFoWr-tGbTSydh98_XGAzQJY_K-1IMr97L8a2MBxLcdNeN1lgxqXldVbikcVJUL9OnyIBN7EmeRpB1ziBtDnygXMVCIyrhdK5HW3sMw, https://p1.zoon.ru/preview/DlLoUAAiw2S6SzT4zGxb0g/252x168x85/1/3/5/517927c1a0f3022172000002_6182488d57087.jpg"
spb,Пироговый дворик,51791daaa0f3028868000004,3.1,3,1/4,"кафе-мороженое, кофейня, фастфуд","Художников проспект, 10 к1, 1 этаж, Санкт-Петербург",Озерки,Открыто до 22:00,+7 (812) 600-42-02,60.036398,30.342997,50,https://zoon.ru/spb/restaurants/kafe-pekarnya_pirogovyj_dvorik_na_prospekte_hudozhnikov/,"https://pr5.zoon.ru/Jg-klJO3Nu49eluaYchn-A/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_Fh-P3iJmz618A0R537LjGhojWSGa1i6KZDNE6tsNQykd4xXQoWzY0qy9yxV0v_duu0qN1C19jHyKSDlS3HnGGzeyq4hjwOm_hn5KrraSuIhQ, https://pr5.zoon.ru/sH3bJGwBmYKnTpC4xnLtyQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_Fh-P3iJmz618A0R537LjGhnSIW56ZyQ9Ok8rBpV-fqXu3Iqpb-fIDeKR-tww5gp7KSdm_KCnRNY28iFnuWY7hZmim_RNPRcgxdSF00aeomaw, https://pr5.zoon.ru/IDxqz9AfhA9ocJTVbE9kPw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_GGept3GYMGfHtEqo22DpTZTX9DilRv426tXlxqlcsxyXsGuyHonruPzdMP9FokgSUf_ANzRZ-mFzlBywNiikKNxARDTxkCm5-4Da66ZKD7NA, https://pr5.zoon.ru/GbP81jZUTDzyKUkH9IFzwQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_EDaOnq3JaCxs8hU6ByOobrExCC6ljQ-dTjEbAsidg_1sqfnlSA0jikjJ5zctS_9nwRSosifmLD7I4XLatJSoWEx7eU8NbtTmt0sQQTbswG4w, https://pr6.zoon.ru/oDUVfemQBih_ho7IsdBoJg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_Fh-P3iJmz618A0R537LjGh_i6hd828ThOXVOySlDOL3tqeXx_EZeU1Lapvabw2eyRpdkoqfoC--A0iVig5Y9vcYAv_FALo3SYoiSB7Jie4ig"
spb,Cinnabon,5c01777fa24fd90a48768808,2.8,2,1/4,"банкетный зал, бар, кондитерская, кофейня, пекарня","улица Михаила Дудина, 6 к1 ст1, 147-149 секция; 1 этаж, Санкт-Петербург",Парнас,Открыто до 22:00,+7 (812) 640-87-31,60.066626,30.338228,13,https://zoon.ru/spb/restaurants/kofejnya-pekarnya_cinnabon_na_metro_parnas/,"https://pr5.zoon.ru/wkWuwHkIZMMB5vEj3QfALg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HShaoU_teoMtGBvJQUvflv9UmLDsq5ICBNCzItX3-JEVsMEwNy2KK4bJxpUasuJHNTPef7ZRvSfE_Y5is8cTSNDqtz5gJfTDSsSzvyJQc4KA, https://pr5.zoon.ru/_4qRIJee77ADrAROY-pLnQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_FmtNkm2yF9SooiHmrrBCxcbU3nkzXFLDQD7db7z435vtWGUrmmRGU_XL2OfvC9EZJvEUdFmQFSYo_C3CSIszb391032C5XxxaKjNtwrEzG3A, https://pr5.zoon.ru/lzsSoWTT7VhRXOGwBSul1w/252x168%2Cq85/3qjYkb0q6u4QclvU7uWtEJbJj6G2Z-ABmzkOSQ156mgZ6KwITIplWlHfkoByPgLrWwgUUOa3qLf2gO4fFY2d8A, https://pr6.zoon.ru/B8e_bJfmQeHWlK7lHcqeew/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HYe_gN7BQEahv5-yVs6SnwhHecL6xj0Ob1KzFsm1dty6YJ4iCZnI66orfselsSRqCvlRov9l1mP4GN9okr5WdZwjafI3BZuJBOVVMA6L0XUA, https://pr5.zoon.ru/7eN6ljNsk0wxUGlq7vzllg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_GraWuaS5vixFSVUanS29GLYIO2WjkDvm7V2g-ZsyRxaXjGvvcja9Sgi3c4G61NIzKWxCCVRLA7E62J-42DFc9RrnWqAHQIyYoiSOsDGEpp8w"
spb,Cofix,61f58342b042062f73486713,2.7,1,1/4,"бар, кофейня, суши-бар","Каменноостровский проспект, 40, 1 этаж, Санкт-Петербург",Петроградская,Открыто до 23:00,+7 (800) 350-84-18,59.966347,30.310646,,https://zoon.ru/spb/restaurants/kofejnya_cofix-e307/,https://pr6.zoon.ru/CSJN9_yUoBlVEnxWaqniLA/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_FmCfUhi02u3PitYkQ4syyrbP-4RedE_FECDegF3xzo7BDOlUWyai3LW8BDaCBwjxD2my40sogZzybNQVltPop68wOCX5F1iP7YszyZ2Qv15w
spb,Город кошек,5d5b120510de9a13911d285a,3.4,1,,"банкетный зал, кофейня","Столичная, 11 к3, 1 этаж, Кудрово",Улица Дыбенко,Открыто до 21:00,+7 (981) 989-53-39,59.904569,30.519525,34,https://zoon.ru/spb/restaurants/kotoprostranstvo_gorod_koshek/,"https://p2.zoon.ru/preview/R7pLqasuG3Si0ZQpDAWJKw/252x168x85/1/7/0/5d5b120610de9a13911d285b_5e5694cf58d7b.jpg, https://p1.zoon.ru/preview/gS5--bDbh9D_S3nXzVmAZA/252x168x85/1/a/4/5d5b120610de9a13911d285b_5e5694cba3943.jpg, https://p0.zoon.ru/preview/LikRdxBLpLuw1QjNUp67lw/252x168x85/1/1/3/5d5b120610de9a13911d285b_617310cc0949a.jpg, https://p0.zoon.ru/preview/Ogsq-27cZi5gZyRjCW-AxA/252x168x85/1/d/3/5d5b120610de9a13911d285b_5e5694ae5d7ac.jpg, https://p2.zoon.ru/preview/dHxuq7cMN6YVuIKICzeRkQ/252x168x85/1/0/b/5d5b120610de9a13911d285b_5e5694c8951eb.jpg"
spb,Hochu coffee,6164a8ab6518cc2bb53400c0,4.0,3,,кофейня,"площадь Ленина, 6, Санкт-Петербург",Площадь Ленина,Открыто до 23:00,+7 (904) 640-71-66,59.955453,30.356171,23,https://zoon.ru/spb/restaurants/kofejnya_hochu_coffee_na_metro_ploschad_lenina-2372/,"https://p1.zoon.ru/preview/SU-ONsOLPzYLkVJi4JdLkA/252x168x85/1/e/5/6164a8ab6518cc2bb53400c2_6166107eb17b6.jpg, https://p0.zoon.ru/preview/ut47vFbsBPywNSSXZ-nPQQ/252x168x85/1/b/2/6164a8ab6518cc2bb53400c2_61671a2dc639e.jpg, https://p0.zoon.ru/preview/d8clVOoqTrFU29CWqgWXVg/252x168x85/1/4/f/6164a8ab6518cc2bb53400c2_61671a4eb4020.jpg, https://p1.zoon.ru/preview/N75SJFzorp4tu67CjFYvAw/252x168x85/1/0/e/6164a8ab6518cc2bb53400c2_61671a2b9fe53.jpg, https://p2.zoon.ru/preview/CMy2me68OedjtUO3-u48Fg/252x168x85/1/8/2/6164a8ab6518cc2bb53400c2_61671a213f8d0.jpg"
spb,Слон,5d5aeb2510de9a13911c9a99,5.0,3,1/4,"банкетный зал, бар, кофейня, пекарня","Шоссе в Лаврики, 59 к1, 1 этаж, Мурино",Девяткино,Открыто до 21:00,+7 (981) 789-81-34,60.061792,30.461928,13,https://zoon.ru/spb/restaurants/kofejnya_slon/,"https://p2.zoon.ru/preview/1FUs2YkujYC0EXCYKrBVAw/252x168x85/1/3/b/5d5aeb2510de9a13911c9a9a_5d88f92d189fe.jpg, https://p2.zoon.ru/preview/RKYlRoxxbm-mpVHOL_hT5A/252x168x85/1/d/1/5d5aeb2510de9a13911c9a9a_5d88f92987c54.jpg, https://p2.zoon.ru/preview/I3lmQNxemh997hvGydJfHg/252x168x85/1/4/0/5d5aeb2510de9a13911c9a9a_5d88f92e267f6.jpg, https://p1.zoon.ru/preview/MGEPrEKjAJBSpt2RZQc1Gg/252x168x85/1/0/9/5d5aeb2510de9a13911c9a9a_5f255b7f2bf5d.jpg, https://p2.zoon.ru/preview/tLLKYg79rfHpJRdy12CYHQ/252x168x85/1/e/4/5d5aeb2510de9a13911c9a9a_5f255b792e57f.jpg"
spb,Dessert,52f0cfe840c0880c758b599e,4.1,7,1/4,"бар, кондитерская, кофейня, пекарня","Восстания, 51, Санкт-Петербург",Чернышевская,Открыто до 22:00,+7 (964) 374-11-30,59.942594647339,30.361428486549,41,https://zoon.ru/spb/restaurants/kofejnya-konditerskaya_dessert_na_metro_chernyshevskaya/,"https://p1.zoon.ru/preview/XkBCjl0TNOaa3bkpn8jcaQ/252x168x85/0/3/1/52f0cfe840c0880c758b599f_530d4ff03232c.jpg, https://p0.zoon.ru/preview/6BbT8oJoq8qx9z3rOhQLHw/252x168x85/0/8/a/52f0cfe840c0880c758b599f_530d4ff51f613.jpg, https://pr5.zoon.ru/5dUgZtfkrnFNPhZIAFB1jg/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_E1CwF1KXLmB2fKSczZ6waZ6ft_ilTKDJhjYhIrej4Evi31hn8h3rcZ6tgS7IYLuX3vkfQrnqc292cwKEkYOU7pyBrJQvf-2A8CmTNofwpoxg, https://p0.zoon.ru/preview/dSHXu0r9GwvL8yvqtXyYEQ/252x168x85/0/e/9/52f0cfe840c0880c758b599f_530d4ff13a1e5.jpg, https://pr6.zoon.ru/FsWJI2XRAkdG8eXdGV-TGw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_Hqg0Xe2jBbtMr6kjwMcq81DhBpnNcT36MbhzJFEXh0gSoaAGPJrNcHzuBa8JpN3Az5eVlifVwctfrUW9GjtgDPiUREBoTO84RQ9cP7GR3G3g"
spb,Coffeeshop company,5084fa753c72dd064900000b,3.3,1,1/4,"бар, кафе, кофейня","Невский проспект, 24, 1 этаж, Санкт-Петербург",Невский проспект,Круглосуточно,+7 (911) 705-44-78,59.93581,30.324273,50,https://zoon.ru/spb/restaurants/kofejnya_coffeeshop_company_na_metro_admiraltejskaya/,"https://pr5.zoon.ru/DyQUp0vNzs0WnHukJZ9thQ/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_G5wEDxULQwB-SvSCLpaKB1MDpT48uG8Hl3SFF0sGYUK4M85awc7_TQxroMBXMAgsAT34-m8fTcHCXAZb2dmqA0YK3Lgp_Hs8_y3tvIm7lhTA, https://pr5.zoon.ru/mGK6e8moC8eJU6r2BTNvXA/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_Eqn-U3M8MuxO9x9L25z_qHZNtFgnC5MBkE8Iw9Q1ir4gmUG1H4J7xWXkxOKdevQTj3dljvHD2y18pZzofmq0GrAa9qPCe17n04xaqVA065vg, https://pr6.zoon.ru/Oewy9hfvltJFA7G4jrIqZw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_HOOwA5yma6zHjONA2ZiNe3xdN3_i1hH1T2jS2reEfSn5XhxywgfWlWgv2BTaTJRU9ewbZ8MjZ01QnR7DpCEMxkbWLPpN_AyWlCD_YUStuj1Q, https://pr6.zoon.ru/SeEeh-Qj8A3A1QRTbWNLaw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_ExxdxlQJf0ogYxLU5kP5rftysiIiwxsm9x9oJsx7HezzmcyvF3TBcUG3eLLrcKAEnSgLAtR6TmsrATbZUFOnxRqpjhsAziSy2IhMoHxKppgA, https://pr6.zoon.ru/objUOYoBoy6GgLPSr732dw/252x168%2Cq85/J6muMKgxpCyaYePLj1VQ5pnOfm0DiXg7JOVHpTQel_G5wEDxULQwB-SvSCLpaKB1thNIqPJPtgQP38tKgCnjoU_AbOsYXGgYqddtGAIaL1pYXD6XUhVr3TOfPbcCgMxQ7B3h4h8UbseRypYzPHXYmQ"
spb,Пышечка,65158bab9f89d78be80cedeb,3.7,1,1/4,"бар, кафе, кофейня, пышечная","Гороховая улица, 16/71, Санкт-Петербург",Адмиралтейская,Открыто до 21:00,+7 (812) 640-16-16,59.933598,30.314592,3,https://zoon.ru/spb/restaurants/kafe_pyshechka_na_gorohovoj_ulitse/,"https://p0.zoon.ru/preview/PuyfvxPm0DKvII0ev51kfw/252x168x85/1/0/7/65158bab9f89d78be80cedeb_6536cf76912438.27038238.jpg, https://p2.zoon.ru/preview/W3BRy59YKdq6owWBygzBXQ/252x168x85/1/8/3/65158bab9f89d78be80cedeb_6536cf76804561.02763349.jpg, https://p1.zoon.ru/preview/Q8Y4lx-Xji0403-LR5BKhA/252x168x85/1/8/5/65158bab9f89d78be80cedeb_6536cf7682ac81.22145678.jpg"
